file,template,cluster_id,how,direction,shift_z,total,inliers,inlier_ratio,rmse_inliers,rmse_all,max_z_diff,corr_xy,corr_xy_upper,corr_yz,max_corr,icp_rmse,icp_fitness,side_a,side_b,not_same_side,time,distance
PunkteSeiteVieleAusreisser,1,0,ICP to_plane,src=tem,0.03,484,468.0,0.9669421487603306,0.0046348139082606245,0.005042962191272737,0.003788224914480387,0.20770957637860096,0.09227444593962064,0.08978408653407888,0.20770957637860096,0.012684344412135404,0.5191673536685902,,,,0.0636296272277832,0.027092483590740624
PunkteSeiteVieleAusreisser,1,0,ICP to_point,src=pcl,0.03,484,468.0,0.9669421487603306,0.0036352867803145492,0.004161362317509633,0.004658691625037334,0.12414362150205782,0.0096777067509898,0.1098692085011661,0.12414362150205782,0.005158234562853532,0.5338894681960376,,,,0.014281511306762695,
PunkteSeiteVieleAusreisser,1,0,ICP to_plane,src=pcl,0.03,482,471.0,0.9771784232365145,0.003460610003106638,0.0038527835972957014,0.00498972221536146,0.13356410437364383,0.02281087748808931,0.07883055845571721,0.13356410437364383,0.005070362531345463,0.5370177267987487,,,,0.04886484146118164,
PunkteSeiteVieleAusreisser,2,0,ICP to_point,src=tem,0,475,207.0,0.4357894736842105,0.0047800942543877005,0.024206813694480512,0.037796619374304743,0.06426180245759901,0.045578511826024556,0.12001622582104234,0.12001622582104234,0.012428840757707048,0.43801220575414124,,,,0.062050580978393555,0.05491281763568766
PunkteSeiteVieleAusreisser,2,0,ICP to_plane,src=tem,0,477,146.0,0.3060796645702306,0.006324630868919564,0.02306905350588307,0.029388553863108333,0.4842792043980236,0.5458301306866938,0.45718559089438027,0.601173611791003,0.01338454227843025,0.3549694856146469,,,,0.07467103004455566,0.16195034113018936
PunkteSeiteVieleAusreisser,2,0,ICP to_point,src=pcl,0,476,461.0,0.9684873949579832,0.003915328762984995,0.004384549320763273,0.002905589130578208,0.029939560768805707,0.07314488695114524,0.07135851714677426,0.12528685339056586,0.007106805507346713,0.5203336809176226,,,,0.01224374771118164,
PunkteSeiteVieleAusreisser,2,0,ICP to_plane,src=pcl,0,476,459.0,0.9642857142857143,0.00407765172957657,0.004598646438869222,0.004569219675426353,0.1521638583259193,0.04002546988012188,0.0748648009992156,0.1521638583259193,0.0070218572163020495,0.5245046923879041,,,,0.045572757720947266,
PunkteSeiteVieleAusreisser,2,0,ICP to_point,src=tem,0.03,480,465.0,0.96875,0.004335249774134819,0.004757252904879693,0.00271752221613477,0.16107833212511893,0.04852386241557143,0.04594045572527305,0.16107833212511893,0.01237729195039941,0.588360941586748,,,,0.05782890319824219,0.002047634170676683
PunkteSeiteVieleAusreisser,2,0,ICP to_plane,src=tem,0.03,492,477.0,0.9695121951219512,0.004138048483793607,0.004543187124942769,0.005096268704508411,0.32751124300553613,0.21155516315631623,0.07036264457841453,0.32751124300553613,0.012290662995613781,0.5731909328683522,,,,0.059601783752441406,0.011665610575398033
PunkteSeiteVieleAusreisser,2,0,ICP to_point,src=pcl,0.03,475,461.0,0.9705263157894737,0.003950921410495696,0.004391352745778089,0.0030060460701542904,0.02419499114448461,0.07837512004597799,0.07164684293330267,0.1314650216962341,0.007062751335076009,0.5192909280500522,,,,0.008758306503295898,
PunkteSeiteVieleAusreisser,2,0,ICP to_plane,src=pcl,0.03,484,467.0,0.9648760330578512,0.003877816412060802,0.004400987131760665,0.0028099947815414875,0.1422810699350267,0.029588663043430632,0.08731642121485449,0.1422810699350267,0.006875888381608572,0.529718456725756,,,,0.039842844009399414,
ObenundSeite,,1,My,None,0,389,386.0,0.9922879177377892,0.004165249724600278,0.0042491191879965575,0.003655507614530207,6.228550560880383e-16,0.027605969204253768,1.3626768067423734e-16,0.12446919347528324,,,0,0,0,0.0003540515899658203,
ObenundSeite,0,1,ICP to_point,src=tem,0,389,385.0,0.9897172236503856,0.004221515126663992,0.004333345625012155,0.004235560773063529,0.08501532576292606,0.11720820144456859,0.09901573613127855,0.1538843264424517,0.01192524319593543,0.26493421052631577,,,,0.019419431686401367,0.000923298284273885
